brokertitle,type,beds,bath,propertysqft,address,state,main_address,administrative_area_level_2,locality,sublocality,street_name,long_name,formatted_address,latitude,longitude,price
Brokered by E Realty International Corp,House for sale,4,3.0,2184.207862,32-15 168th St,"Flushing, NY 11358","32-15 168th StFlushing, NY 11358",United States,New York,Queens County,Queens,168th Street,"32-15 168th St, Flushing, NY 11358, USA",40.7684367,-73.7969886,1250000
Brokered by Prime Realty,Pending,4,2.0,1800.0,35-12 213th St,"Bayside, NY 11361","35-12 213th StBayside, NY 11361",United States,New York,Queens County,Queens,213th Street,"35-12 213th St, Flushing, NY 11361, USA",40.768361,-73.7747442,1399000
Brokered by A P Services Inc,Multi-family home for sale,3,7.0,2184.207862,4415 Atlantic Ave,"Brooklyn, NY 11224","4415 Atlantic AveBrooklyn, NY 11224",United States,New York,Kings County,Brooklyn,Atlantic Avenue,"4415 Atlantic Ave, Brooklyn, NY 11224, USA",40.5757955,-74.009975,2295000
Brokered by Sowae Corp,House for sale,3,2.3738608579684373,1536.0,63 Cassidy Pl,"Staten Island, NY 10301","63 Cassidy PlStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,Cassidy Place,"63 Cassidy Pl, Staten Island, NY 10301, USA",40.6423112,-74.0943328,285000
Brokered by Corcoran East Side,Condo for sale,2,2.0,1160.0,1641 Third Ave Apt 3H,"New York, NY 10128","1641 Third Ave Apt 3HNew York, NY 10128",New York,New York County,New York,Manhattan,1641,"1641 3rd Ave #3h, New York, NY 10128, USA",40.7822235,-73.9509367,1295000
Brokered by CONTINENT REALTY LLC,Co-op for sale,2,1.0,1000.0,2719 E 28th St Apt 2B,"Brooklyn, NY 11235","2719 E 28th St Apt 2BBrooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,2719,"2719 E 28th St #2b, Brooklyn, NY 11235, USA",40.5864616,-73.9410656,279000
Brokered by Exit Realty Limitless,Multi-family home for sale,14,9.0,2184.207862,36-33 169th St,"Flushing, NY 11358","36-33 169th StFlushing, NY 11358",United States,New York,Queens County,Queens,169th Street,"36-33 169th St, Flushing, NY 11358, USA",40.7617519,-73.7968967,2780000
Brokered by Midas Realty,Condo for sale,2,2.0,1860.0,207-15 Melissa Ct Unit 219L,"Bayside, NY 11360","207-15 Melissa Ct Unit 219LBayside, NY 11360",New York,Queens County,Queens,Bayside,207-15,"207-15 Melissa Ct #219, Bayside, NY 11360, USA",40.7879226,-73.7863723,1090000
Brokered by Douglas Elliman - 575 Madison Ave,Townhouse for sale,5,4.0,4000.0,247 E 71st St,"New York, NY 10021","247 E 71st StNew York, NY 10021",United States,New York,New York County,New York,East 71st Street,"247 E 71st St, New York, NY 10021, USA",40.7685714,-73.959526,6500000
Brokered by NEXTHOME PLATINUM PROPERTIES,House for sale,4,2.0,2200.0,68 Schenck Ave,"Brooklyn, NY 11207","68 Schenck AveBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,Schenck Avenue,"68 Schenck Ave, Brooklyn, NY 11207, USA",40.6795412,-73.8904428,950000
Brokered by Keller Williams NYC,Co-op for sale,3,1.0,2184.207862,100 Bank St Apt 4F,"New York, NY 10014","100 Bank St Apt 4FNew York, NY 10014",New York,New York County,New York,Manhattan,100,"100 Bank St #4f, New York, NY 10014, USA",40.7362367,-74.0070136,650000
Brokered by All Area Brokerage Inc,Co-op for sale,1,1.0,2184.207862,87-15 165th St Unit 4J,"Jamaica, NY 11432","87-15 165th St Unit 4JJamaica, NY 11432",New York,Queens County,Queens,Jamaica,87-15,"87-15 165th St #4j, Jamaica, NY 11432, USA",40.7104509,-73.7982064,155000
Brokered by EXP Realty,House for sale,3,2.0,864.0,74 Holly St,"Staten Island, NY 10304","74 Holly StStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,Holly Street,"74 Holly St, Staten Island, NY 10304, USA",40.5993523,-74.0953882,669000
"Brokered by Nest Seekers International, Midtown",Condo for sale,3,2.3738608579684373,2184.207862,30-38 29th St,"Queens, NY 11102","30-38 29th StQueens, NY 11102",United States,New York,Queens County,Queens,29th Street,"30-38 29th St, Queens, NY 11102, USA",40.7668236,-73.9239725,399000
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,3,4.0,2600.0,1100 Park Ave # 11C,"New York, NY 10128","1100 Park Ave # 11CNew York, NY 10128",New York,New York County,New York,Manhattan,1100,"1100 Park Ave #11c, New York, NY 10128, USA",40.7824395,-73.9561648,4695000
"Brokered by KMS Realty Group, Inc.",House for sale,3,2.0,1216.0,132 Dalton Ave,"Staten Island, NY 10306","132 Dalton AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Dalton Avenue,"132 Dalton Ave, Staten Island, NY 10306, USA",40.571871,-74.1276199,629000
Brokered by Homesmart Premier Living Rlty,Multi-family home for sale,5,3.0,1740.0,109-42 Centreville St,"Ozone Park, NY 11417","109-42 Centreville StOzone Park, NY 11417",United States,New York,Queens County,Queens,Centreville Street,"109-42 Centreville St, Jamaica, NY 11417, USA",40.6778227,-73.8350282,949999
Brokered by Ben Bay Realty Company of Staten Island LLC,Townhouse for sale,3,2.0,1890.0,328 Taylor St,"Staten Island, NY 10310","328 Taylor StStaten Island, NY 10310",United States,New York,Richmond County,Staten Island,Taylor Street,"328 Taylor St, Staten Island, NY 10310, USA",40.630181,-74.1228208,499000
Brokered by Dwell Residential,Condo for sale,2,2.0,1927.0,461 Carroll St Unit 1,"Brooklyn, NY 11215","461 Carroll St Unit 1Brooklyn, NY 11215",New York,Kings County,Brooklyn,Gowanus,461,"461 Carroll St #1, Brooklyn, NY 11215, USA",40.677514,-73.986803,2695000
Brokered by Douglas Elliman - 1995 Broadway,Co-op for sale,1,1.0,2184.207862,100 Riverside Dr Unit 19D,"New York, NY 10024","100 Riverside Dr Unit 19DNew York, NY 10024",New York,New York County,New York,Manhattan,100,"100 Riverside Dr #19a, New York, NY 10024, USA",40.7869306,-73.980845,1399000
Brokered by COMPASS,Condo for sale,1,1.0,2184.207862,302 W 12th St Apt 7F,"Manhattan, NY 10014","302 W 12th St Apt 7FManhattan, NY 10014",New York,New York County,New York,Manhattan,302,"302 W 12th St APT 7A, New York, NY 10014, USA",40.737308,-74.0046666,2250000
Brokered by Fave Realty Inc,Multi-family home for sale,11,3.0,3210.0,2116 Vyse Ave,"Bronx, NY 10460","2116 Vyse AveBronx, NY 10460",United States,New York,Bronx County,The Bronx,Vyse Avenue,"2116 Vyse Ave, Bronx, NY 10460, USA",40.844215,-73.8799388,980000
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,4,4.0,10000.0,182 Franklin St,"New York, NY 10013","182 Franklin StNew York, NY 10013",United States,New York,New York County,New York,Franklin Street,"182 Franklin St, New York, NY 10013, USA",40.7195687,-74.0094317,19499999
Brokered by Corcoran East Side,House for sale,4,2.3738608579684373,3100.0,157 E 78th St,"New York, NY 10075","157 E 78th StNew York, NY 10075",United States,New York,New York County,New York,East 78th Street,"157 E 78th St, New York, NY 10075, USA",40.7742274,-73.9588396,4900000
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,2,2.0,2184.207862,20 Bond St Apt 2,"New York, NY 10012","20 Bond St Apt 2New York, NY 10012",New York,New York County,New York,Manhattan,20,"20 Bond St Apt 2, New York, NY 10012, USA",40.7267495,-73.9938034,2950000
Brokered by E Realty International Corp,Multi-family home for sale,7,7.0,4600.0,56-09 Van Cleef St,"Corona, NY 11368","56-09 Van Cleef StCorona, NY 11368",United States,New York,Queens County,Queens,Van Cleef Street,"56-09 Van Cleef St, Flushing, NY 11368, USA",40.74073,-73.852058,1690000
"Brokered by Robert Defalco Realty, Inc.",House for sale,3,2.0,1232.0,40 Bunnell Ct Unit A,"Staten Island, NY 10312","40 Bunnell Ct Unit AStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Bunnell Court,"40 Bunnell Ct, Staten Island, NY 10312, USA",40.5527401,-74.1995549,499900
Brokered by COMPASS,Condo for sale,3,3.0,1638.0,235 E 55th St Unit 43AB,"Manhattan, NY 10022","235 E 55th St Unit 43ABManhattan, NY 10022",New York,New York County,New York,Manhattan,231-235,"231-235 E 55th St # 43b, New York, NY 10022, USA",40.7585686,-73.9669708,2100000
Brokered by COMPASS,Co-op for sale,2,2.0,2184.207862,35-56 77th St Unit 41,"Queens, NY 11372","35-56 77th St Unit 41Queens, NY 11372",New York,Queens County,Queens,Jackson Heights,3556,"3556 77th St Apt 41, Jackson Heights, NY 11372, USA",40.7512999,-73.88932,725000
Brokered by Mark International Real Estate,Contingent,3,2.0,1188.0,124 Hampton Pl,"Staten Island, NY 10309","124 Hampton PlStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Hampton Place,"124 Hampton Pl, Staten Island, NY 10309, USA",40.549099,-74.2148258,479888
Brokered by COMPASS,Co-op for sale,2,2.0,1350.0,246 W End Ave Apt 6A,"Manhattan, NY 10023","246 W End Ave Apt 6AManhattan, NY 10023",New York,New York County,New York,Manhattan,246,"246 West End Ave Apt 6e, New York, NY 10023, USA",40.7790487,-73.984824,1950000
Brokered by E Z Sell Realty,Co-op for sale,1,1.0,2184.207862,61-20 Grand Central Pkwy Unit C500,"Forest Hills, NY 11375","61-20 Grand Central Pkwy Unit C500Forest Hills, NY 11375",United States,New York,Queens County,Queens,Grand Central Parkway,"61-20 Grand Central Pkwy, Forest Hills, NY 11375, USA",40.7379227,-73.8470718,279000
Brokered by Brown Harris Stevens - 1926 Broadway,Co-op for sale,3,1.0,450.0,101 W 12th St Apt 7B,"Manhattan, NY 10011","101 W 12th St Apt 7BManhattan, NY 10011",New York,New York County,New York,Manhattan,101,"101 W 12th St Apt 7m, New York, NY 10011, USA",40.7361563,-73.9977295,500000
"Brokered by Nest Seekers International, Midtown",Condo for sale,3,2.0,1027.0,2132 2nd Ave Unit 7B,"New York, NY 10029","2132 2nd Ave Unit 7BNew York, NY 10029",New York,New York County,New York,Manhattan,2132,"2132 2nd Ave #7b, New York, NY 10029, USA",40.7929253,-73.9404138,750000
Brokered by REAL NEW YORK - Chelsea,Condo for sale,1,1.0,1073.0,456 W 167th St Apt 6G,"New York, NY 10032","456 W 167th St Apt 6GNew York, NY 10032",New York,New York County,New York,Manhattan,456,"456 W 167th St #6g, New York, NY 10032, USA",40.8387144,-73.9369924,575000
Brokered by Coldwell Banker American Homes,House for sale,3,2.0,2184.207862,116-42 204th St,"Saint Albans, NY 11412","116-42 204th StSaint Albans, NY 11412",United States,New York,Queens County,Queens,204th Street,"116-42 204th St, Jamaica, NY 11412, USA",40.6957516,-73.7490297,559900
Brokered by REALHome Services & Solutions,House for sale,3,2.0,1596.0,32-26 Parsons Blvd,"Flushing, NY 11354","32-26 Parsons BlvdFlushing, NY 11354",United States,New York,Queens County,Queens,Parsons Boulevard,"32-26 Parsons Blvd, Flushing, NY 11354, USA",40.7685072,-73.8246067,911600
Brokered by TREBACH REALTY INC,Co-op for sale,1,1.0,2184.207862,601 Kappock St Apt 1P,"Bronx, NY 10463","601 Kappock St Apt 1PBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,601,"601 Kappock St #1b, Bronx, NY 10463, USA",40.8789773,-73.916004,199000
Brokered by UNITED NATIONAL REALTY,Pending,6,4.0,2184.207862,268 Westervelt Ave,"Staten Island, NY 10301","268 Westervelt AveStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,Westervelt Avenue,"268 Westervelt Ave, Staten Island, NY 10301, USA",40.6412495,-74.083228,599900
Brokered by Corcoran Park Avenue South,Condo for sale,1,1.0,826.0,28 E 10th St Apt 1K,"New York, NY 10003","28 E 10th St Apt 1KNew York, NY 10003",New York County,New York,Manhattan,East 10th Street,Devonshire House,"Devonshire House, 28 E 10th St #1k, New York, NY 10003, USA",40.7324605,-73.9936315,1995000
Brokered by City Connections Realty,Contingent,1,1.0,578.0,20 West St Apt 15F,"New York, NY 10004","20 West St Apt 15FNew York, NY 10004",New York,New York County,New York,Manhattan,20,"20 West St #15f, New York, NY 10004, USA",40.706541,-74.0158244,599000
Brokered by Brown Harris Stevens- 3531 Johnson Avenue,Co-op for sale,1,1.0,750.0,5614 Netherland Ave Apt 4B,"Bronx, NY 10471","5614 Netherland Ave Apt 4BBronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,5614,"5614 Netherland Ave #4b, Bronx, NY 10471, USA",40.9047804,-73.9057444,165000
Brokered by Scope Realty Bx,Multi-family home for sale,9,3.0,2276.0,1378 Bristow St,"Bronx, NY 10459","1378 Bristow StBronx, NY 10459",United States,New York,Bronx County,The Bronx,Bristow Street,"1378 Bristow St, Bronx, NY 10459, USA",40.8325102,-73.8947147,829000
Brokered by Behfar Team Llc,House for sale,6,3.0,2184.207862,1558 E 9th St,"Brooklyn, NY 11230","1558 E 9th StBrooklyn, NY 11230",United States,New York,Kings County,Brooklyn,East 9th Street,"1558 E 9th St, Brooklyn, NY 11230, USA",40.6108399,-73.9647401,3595000
Brokered by Brown Harris Stevens - 100 Seventh Avenue,Co-op for sale,1,1.0,2184.207862,789 Macdonough St Apt 4G,"Brooklyn, NY 11233","789 Macdonough St Apt 4GBrooklyn, NY 11233",New York,Kings County,Brooklyn,Ocean Hill,789,"789 MacDonough St #4g, Brooklyn, NY 11233, USA",40.684563,-73.914482,185000
Brokered by Corcoran East Side,Co-op for sale,4,6.0,3841.0,1228 Madison Ave Apt 10,"New York, NY 10128","1228 Madison Ave Apt 10New York, NY 10128",New York,New York County,New York,Manhattan,1228,"1228 Madison Ave #10, New York, NY 10128, USA",40.7825765,-73.9578338,11175000
Brokered by Keller Williams NYC,Co-op for sale,1,1.0,2184.207862,63-89 Saunders St Unit 6K,"Rego Park, NY 11374","63-89 Saunders St Unit 6KRego Park, NY 11374",Queens County,Queens,Flushing,Saunders Street,BA3,"BA3, 63-89 Saunders St #6c, Flushing, NY 11374, USA",40.7291666,-73.8619839,299000
Brokered by Elegran Real Estate And Development,Condo for sale,2,3.0,1724.0,171 E 84th St Apt 3B,"New York, NY 10028","171 E 84th St Apt 3BNew York, NY 10028",New York,New York County,New York,Manhattan,171,"171 E 84th St #3b, New York, NY 10028, USA",40.7779756,-73.9551546,2245000
Brokered by COMPASS,Co-op for sale,2,2.0,1100.0,640 W 231st St Apt 7C,"Bronx, NY 10463","640 W 231st St Apt 7CBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,640,"640 W 231st St #7c, Bronx, NY 10463, USA",40.8827696,-73.9148245,385000
Brokered by COMPASS,Co-op for sale,3,1.0,600.0,599 E 7th St Apt 4G,"Brooklyn, NY 11218","599 E 7th St Apt 4GBrooklyn, NY 11218",New York,Kings County,Brooklyn,Kensington,599,"599 E 7th St #4g, Brooklyn, NY 11218, USA",40.6372695,-73.9712947,300000
Brokered by VYLLA Homes,Contingent,2,1.0,912.0,43 Purdy Pl,"Staten Island, NY 10309","43 Purdy PlStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Purdy Place,"43 Purdy Pl, Staten Island, NY 10309, USA",40.5132319,-74.1952211,436000
Brokered by Sovereign Realty Of Ny Inc,House for sale,3,2.0,1200.0,99-50 164th Ave,"Howard Beach, NY 11414","99-50 164th AveHoward Beach, NY 11414",United States,New York,Queens County,Queens,164th Avenue,"9950 164th Ave, Jamaica, NY 11414, USA",40.651735,-73.830298,519000
Brokered by Corcoran Brooklyn Heights,Condo for sale,4,4.0,3100.0,1280 Fifth Ave # 8BC,"New York, NY 10029","1280 Fifth Ave # 8BCNew York, NY 10029",New York,New York County,New York,Manhattan,1280,"1280 5th Ave #8b, New York, NY 10029, USA",40.7961886,-73.949116,2999999
Brokered by East Coast REALTORS Inc,Co-op for sale,1,1.0,2184.207862,18-55 Corporal Kennedy St Unit 6J,"Bayside, NY 11360","18-55 Corporal Kennedy St Unit 6JBayside, NY 11360",New York,Queens County,Queens,Bayside,18-55,"18-55 Corporal Kennedy St #6k, Bayside, NY 11360, USA",40.7800225,-73.7830402,265000
Brokered by RE MAX Elite,Co-op for sale,3,1.0,450.0,9902 3rd Ave Apt 5P,"Brooklyn, NY 11209","9902 3rd Ave Apt 5PBrooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,9902,"9902 3rd Ave #5p, Brooklyn, NY 11209, USA",40.6141658,-74.0353827,239000
"Brokered by KMS Realty Group, Inc.",House for sale,3,2.0,1332.0,767 Brighton Ave,"Staten Island, NY 10301","767 Brighton AveStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,Brighton Avenue,"767 Brighton Ave, Staten Island, NY 10301, USA",40.6333903,-74.0969828,749000
"Brokered by Robert Defalco Realty, Inc.",Townhouse for sale,3,2.0,1344.0,2806 Richmond Ter,"Staten Island, NY 10303","2806 Richmond TerStaten Island, NY 10303",United States,New York,Richmond County,Staten Island,Richmond Terrace,"2806 Richmond Terrace, Staten Island, NY 10303, USA",40.6364,-74.154146,315000
Brokered by Keller Williams NYC,Co-op for sale,1,1.0,2184.207862,32 Gramercy Park S Apt 8B,"New York, NY 10003","32 Gramercy Park S Apt 8BNew York, NY 10003",New York,New York County,New York,Manhattan,32,"32 Gramercy Pk S #8b, New York, NY 10003, USA",40.7369827,-73.984881,872500
Brokered by BH Realty Group - Manhattan - Headquarters,Co-op for sale,1,1.0,2184.207862,100 Suffolk St Unit 1DD,"New York, NY 10002","100 Suffolk St Unit 1DDNew York, NY 10002",10002,United States,New York,New York County,Manhattan,"Suffolk St, New York, NY 10002, USA",40.717924,-73.9866468,500000
Brokered by Douglas Elliman - Bayside,Multi-family home for sale,4,2.0,1760.0,174 Eagle St,"Brooklyn, NY 11222","174 Eagle StBrooklyn, NY 11222",United States,New York,Kings County,Brooklyn,Eagle Street,"174 Eagle St, Brooklyn, NY 11222, USA",40.735132,-73.9536334,2050000
Brokered by Charles H. Greenthal Property,Co-op for sale,3,4.0,1993.0,27110 Grand Central Pkwy Apt 11V,"Floral Park, NY 11005","27110 Grand Central Pkwy Apt 11VFloral Park, NY 11005",New York,Queens County,Queens,Queens Village,27110,"27110 Grand Central Pkwy #11, Queens Village, NY 11005, USA",40.7564761,-73.7212008,959000
Brokered by Broadway Realty,Condo for sale,2,2.0,1163.0,515 E 72nd St Apt 29D,"New York, NY 10021","515 E 72nd St Apt 29DNew York, NY 10021",New York,New York County,New York,Manhattan,515,"515 E 72nd St #29d, New York, NY 10021, USA",40.7666839,-73.9527719,2300000
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,4,4.0,3655.0,1 John St # E,"Brooklyn, NY 11201","1 John St # EBrooklyn, NY 11201",New York,Kings County,Brooklyn,Dumbo,1,"John Street Park, 1 John St, Brooklyn, NY 11201, USA",40.7046228,-73.9878238,9500000
Brokered by COMPASS,Co-op for sale,2,2.0,2184.207862,56 Jane St Unit 4EF,"Manhattan, NY 10014","56 Jane St Unit 4EFManhattan, NY 10014",New York,New York County,New York,Manhattan,56,"56 Jane St #4e, New York, NY 10014, USA",40.7380264,-74.0053843,1950000
Brokered by Bellmarc,Multi-family home for sale,3,2.0,1725.0,1051 Herkimer St,"Brooklyn, NY 11233","1051 Herkimer StBrooklyn, NY 11233",United States,New York,Kings County,Brooklyn,Herkimer Street,"1051 Herkimer St, Brooklyn, NY 11233, USA",40.6781645,-73.9185084,795000
Brokered by DiTommaso Real Estate,Multi-family home for sale,3,4.0,1900.0,40 Winant Pl,"Staten Island, NY 10309","40 Winant PlStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Winant Place,"40 Winant Pl, Staten Island, NY 10309, USA",40.5364742,-74.2389448,789000
"Brokered by CORE Group Marketing, LLC",Condo for sale,2,2.0,1770.0,45 E 80th St Apt 11B,"New York, NY 10075","45 E 80th St Apt 11BNew York, NY 10075",New York,New York County,New York,Manhattan,45,"45 E 80th St #11b, New York, NY 10075, USA",40.7770031,-73.9611884,2999999
Brokered by COMPASS,Townhouse for sale,5,2.3738608579684373,2982.0,274 Bainbridge St,"Brooklyn, NY 11233","274 Bainbridge StBrooklyn, NY 11233",United States,New York,Kings County,Brooklyn,Bainbridge Street,"274 Bainbridge St., Brooklyn, NY 11233, USA",40.6813525,-73.9261641,2450000
"Brokered by Weichert, Realtors - Larchmont",Co-op for sale,1,1.0,676.0,3535 Kings College Pl Apt 3E,"Bronx, NY 10467","3535 Kings College Pl Apt 3EBronx, NY 10467",New York,Bronx County,The Bronx,Norwood,3535,"3535 Kings College Pl #3e, Bronx, NY 10467, USA",40.880833,-73.8758596,124900
Brokered by Keller Williams Rlty Landmark,House for sale,4,2.0,2185.0,116-20 132nd St,"South Ozone Park, NY 11420","116-20 132nd StSouth Ozone Park, NY 11420",United States,New York,Queens County,Queens,132nd Street,"11620 132nd St, Jamaica, NY 11420, USA",40.6776259,-73.808058,970000
Brokered by Highline Residential - Highline Residential,Co-op for sale,1,1.0,650.0,2053 Adam C Powell Blvd Unit 1A,"New York, NY 10027","2053 Adam C Powell Blvd Unit 1ANew York, NY 10027",New York,New York County,New York,Manhattan,2053,"2053 Adam Clayton Powell Jr Blvd #1a, New York, NY 10027, USA",40.807254,-73.949107,275000
Brokered by Corcoran Park Slope,Condo for sale,3,2.0,804.0,326 Melrose St Apt 1A,"Brooklyn, NY 11237","326 Melrose St Apt 1ABrooklyn, NY 11237",New York,Kings County,Brooklyn,Bushwick,326,"326 Melrose St #1a, Brooklyn, NY 11237, USA",40.7031635,-73.9282437,649000
Brokered by Charles H. Greenthal Property,Co-op for sale,1,1.0,801.0,26910 Grand Central Pkwy Apt 7P,"Floral Park, NY 11005","26910 Grand Central Pkwy Apt 7PFloral Park, NY 11005",New York,Queens County,Queens,Glen Oaks,26910,"26910 Grand Central Pkwy #7p, Queens, NY 11005, USA",40.7577991,-73.7159564,239000
"Brokered by BEN BAY REALTY, CO.",Multi-family home for sale,19,8.0,5890.0,1902 8th Ave,"Brooklyn, NY 11215","1902 8th AveBrooklyn, NY 11215",United States,New York,Kings County,Brooklyn,8th Avenue,"1902 8th Ave, Brooklyn, NY 11215, USA",40.6585481,-73.9859643,1998000
Brokered by Winzone Realty Inc,Condo for sale,2,2.0,2184.207862,81-15 Queens Blvd Unit 3C,"Elmhurst, NY 11373","81-15 Queens Blvd Unit 3CElmhurst, NY 11373",New York,Queens County,Queens,Elmhurst,81-15,"81-15 Queens Blvd #3c, Elmhurst, NY 11373, USA",40.7373082,-73.878333,575000
Brokered by JABOUR REALTY COMPANY,Co-op for sale,1,1.0,764.0,9902 3rd Ave Apt 2E,"Brooklyn, NY 11209","9902 3rd Ave Apt 2EBrooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,9902,"9902 3rd Ave #2e, Brooklyn, NY 11209, USA",40.6141658,-74.0353827,329000
Brokered by Corcoran SoHo,Condo for sale,3,1.0,2184.207862,48 W 138th St Apt 6F,"New York, NY 10037","48 W 138th St Apt 6FNew York, NY 10037",New York,New York County,New York,Manhattan,48,"48 W 138th St #6f, New York, NY 10037, USA",40.8153693,-73.9384161,295000
Brokered by Voro Llc,Multi-family home for sale,5,2.0,2268.0,716 Decatur St,"Brooklyn, NY 11233","716 Decatur StBrooklyn, NY 11233",United States,New York,Kings County,Brooklyn,Decatur Street,"716 Decatur St, Brooklyn, NY 11233, USA",40.6835248,-73.9141078,599000
Brokered by COMPASS,Co-op for sale,2,2.0,2184.207862,575 Park Ave Unit 1101,"Manhattan, NY 10065","575 Park Ave Unit 1101Manhattan, NY 10065",New York,New York County,New York,Manhattan,575,"575 Park Ave # 1101, New York, NY 10065, USA",40.7651716,-73.9678719,695000
Brokered by COMPASS,Condo for sale,1,1.0,2184.207862,300 E 40th St Apt 30N,"Manhattan, NY 10016","300 E 40th St Apt 30NManhattan, NY 10016",New York,New York County,New York,Manhattan,300,"300 E 40th St Apt 30n, New York, NY 10016, USA",40.7484135,-73.9731998,799000
Brokered by Brown Harris Stevens,Co-op for sale,1,1.0,2184.207862,335 W 85th St Apt 4A,"Manhattan, NY 10024","335 W 85th St Apt 4AManhattan, NY 10024",New York,New York County,New York,Manhattan,335,"335 W 85th St #4a, New York, NY 10024, USA",40.788879,-73.9794905,479000
Brokered by COMPASS,Condo for sale,2,2.0,2184.207862,110 Central Park S Apt 5A,"Manhattan, NY 10019","110 Central Park S Apt 5AManhattan, NY 10019",New York,New York County,New York,Manhattan,110,"110 Central Park S #5a, New York, NY 10019, USA",40.765738,-73.9770652,4275000
Brokered by COMPASS,Co-op for sale,3,1.0,2184.207862,133 Beach 120th St Apt 2E,"Queens, NY 11694","133 Beach 120th St Apt 2EQueens, NY 11694",New York,Queens County,Queens,Rockaway Park,133,"133 Beach 120th St #2e, Rockaway Park, NY 11694, USA",40.576751,-73.8398387,235000
Brokered by COMPASS,Condo for sale,3,1.0,441.0,1 Central Park W Unit 612,"Manhattan, NY 10023","1 Central Park W Unit 612Manhattan, NY 10023",New York,New York County,New York,Manhattan,1,"1 Central Park W #612, New York, NY 10023, USA",40.7691094,-73.98162,600000
Brokered by RE MAX Distinguished Homes & Properties,Multi-family home for sale,6,2.0,2910.0,1989 Cruger Ave,"Bronx, NY 10462","1989 Cruger AveBronx, NY 10462",United States,New York,Bronx County,The Bronx,Cruger Avenue,"1989 Cruger Ave, Bronx, NY 10462, USA",40.8501271,-73.8669885,775000
Brokered by Exp Realty,House for sale,3,2.3738608579684373,1705.0,503 E 182nd St,"Bronx, NY 10457","503 E 182nd StBronx, NY 10457",United States,New York,Bronx County,The Bronx,East 182nd Street,"503 E 182nd St, Bronx, NY 10457, USA",40.8536129,-73.8933593,520000
Brokered by RE MAX Edge,House for sale,3,2.0,1344.0,2805 W 28th St,"Brooklyn, NY 11224","2805 W 28th StBrooklyn, NY 11224",United States,New York,Kings County,Brooklyn,West 28th Street,"2805 W 28th St, Brooklyn, NY 11224, USA",40.5773399,-73.9943294,688000
Brokered by G G Caleca Realty,House for sale,3,2.3738608579684373,1218.0,23 Jackson St,"Staten Island, NY 10304","23 Jackson StStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,Jackson Street,"23 Jackson St, Staten Island, NY 10304, USA",40.6306934,-74.0794192,650000
Brokered by Century Homes Realty Group LLC,Condo for sale,3,2.0,900.0,82-25 Queens Blvd Unit 3D,"Elmhurst, NY 11373","82-25 Queens Blvd Unit 3DElmhurst, NY 11373",New York,Queens County,Queens,Elmhurst,82-25,"82-25 Queens Blvd #3b, Elmhurst, NY 11373, USA",40.7376925,-73.8803546,628000
Brokered by Douglas Elliman - Garden City,House for sale,4,2.0,2184.207862,1523 Bayview Ave,"Bronx, NY 10465","1523 Bayview AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Bayview Avenue,"1523 Bayview Ave, Bronx, NY 10465, USA",40.8454504,-73.81776,579000
Brokered by BHHS New York Properties,Co-op for sale,6,4.0,2700.0,47 E 88th St Unit 4C,"New York, NY 10128","47 E 88th St Unit 4CNew York, NY 10128",New York,New York County,New York,Manhattan,47,"47 E 88th St #4c, New York, NY 10128, USA",40.7822272,-73.9575194,4395000
Brokered by Brown Harris Stevens,Co-op for sale,1,1.0,2184.207862,160 Ninth Ave Unit 1R,"Manhattan, NY 10011","160 Ninth Ave Unit 1RManhattan, NY 10011",New York,New York County,New York,Manhattan,160,"160 9th Ave #1b, New York, NY 10011, USA",40.7443659,-74.0025913,675000
"Brokered by Nest Seekers International, Tribeca",Condo for sale,1,1.0,631.0,30-05 Vernon Blvd Unit 3E,"Queens, NY 11102","30-05 Vernon Blvd Unit 3EQueens, NY 11102",New York,Queens County,Queens,Long Island City,30-05,"30-05 Vernon Blvd #3e, Long Island City, NY 11102, USA",40.771526,-73.933747,705000
